mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,time_since_treatment,bridge_year
-0.032,0.12,-0.295,0.187,0.002,0.002,5165.0,3174.0,1.0,41,2000
-0.028,0.122,-0.26,0.217,0.002,0.002,5291.0,3737.0,1.0,35,1961
-0.029,0.124,-0.272,0.221,0.002,0.002,4344.0,3424.0,1.0,40,1975
-0.029,0.122,-0.262,0.216,0.003,0.002,2123.0,4360.0,1.0,45,1997
-0.03,0.124,-0.265,0.217,0.002,0.001,4188.0,4902.0,1.0,-27,1889
-0.036,0.123,-0.277,0.204,0.002,0.002,3342.0,2308.0,1.0,81,1973
-0.031,0.126,-0.276,0.215,0.002,0.002,2780.0,3473.0,1.0,86,1972
-0.028,0.123,-0.269,0.217,0.003,0.003,2581.0,1391.0,1.0,91,1976
-0.03,0.123,-0.287,0.198,0.002,0.002,5695.0,3176.0,1.0,96,1970
-0.035,0.124,-0.286,0.199,0.003,0.003,2107.0,616.0,1.0,101,1935
-0.033,0.125,-0.264,0.211,0.002,0.002,2817.0,1555.0,1.0,106,1950
-0.03,0.123,-0.273,0.208,0.002,0.002,5153.0,3492.0,1.0,111,1952
-0.028,0.123,-0.277,0.211,0.002,0.002,4070.0,2728.0,1.0,116,1965
-0.035,0.128,-0.291,0.216,0.002,0.003,3575.0,1771.0,1.0,121,2018
-0.029,0.127,-0.281,0.214,0.002,0.002,2656.0,2316.0,1.0,126,1971
-0.029,0.126,-0.289,0.205,0.003,0.002,2256.0,2349.0,1.0,131,1996
-0.032,0.125,-0.274,0.207,0.003,0.003,1737.0,1270.0,1.0,38,2011
-0.032,0.129,-0.273,0.233,0.003,0.003,1541.0,774.0,1.0,43,1995
-0.028,0.126,-0.271,0.218,0.002,0.002,3505.0,3206.0,1.0,48,1967
-0.031,0.124,-0.26,0.226,0.002,0.002,3273.0,1191.0,1.0,50,2016
-0.034,0.124,-0.28,0.212,0.002,0.002,2577.0,1687.0,1.0,55,1982
-0.031,0.126,-0.271,0.216,0.002,0.002,2696.0,2754.0,1.0,60,1957
-0.033,0.126,-0.273,0.222,0.002,0.002,3595.0,2694.0,1.0,65,1999
-0.029,0.122,-0.262,0.206,0.002,0.002,3163.0,3040.0,1.0,70,2015
-0.031,0.123,-0.282,0.199,0.002,0.002,3436.0,3652.0,1.0,75,0
-0.03,0.127,-0.266,0.23,0.003,0.002,2505.0,1064.0,1.0,80,2004
-0.033,0.125,-0.276,0.212,0.002,0.002,3878.0,3289.0,1.0,85,1988
-0.033,0.118,-0.274,0.2,0.001,0.002,7614.0,4298.0,1.0,53,1989
-0.035,0.123,-0.278,0.212,0.002,0.002,3687.0,4530.0,1.0,58,1951
-0.028,0.123,-0.273,0.213,0.002,0.002,4526.0,2154.0,1.0,63,1968
-0.03,0.125,-0.275,0.21,0.002,0.002,5008.0,3546.0,1.0,68,1983
-0.028,0.127,-0.284,0.209,0.003,0.002,2389.0,2186.0,1.0,-48,1991
-0.032,0.123,-0.263,0.211,0.002,0.002,3741.0,4189.0,1.0,-43,1987
-0.028,0.125,-0.288,0.21,0.002,0.002,2691.0,2969.0,1.0,-26,1992
-0.032,0.125,-0.26,0.228,0.002,0.002,2673.0,3269.0,1.0,-41,2008
-0.033,0.126,-0.281,0.206,0.002,0.002,3179.0,2971.0,1.0,-36,1979
-0.031,0.123,-0.271,0.212,0.002,0.002,3417.0,1611.0,1.0,-31,2000
-0.033,0.121,-0.267,0.201,0.002,0.002,5002.0,3551.0,1.0,46,1961
-0.034,0.125,-0.276,0.207,0.002,0.002,2863.0,1952.0,1.0,51,1975
-0.034,0.124,-0.289,0.193,0.002,0.002,2898.0,2151.0,1.0,-46,1997
-0.029,0.135,-0.279,0.256,0.003,0.002,1582.0,484.0,1.0,-29,1889
-0.028,0.126,-0.282,0.214,0.003,0.002,2496.0,3043.0,1.0,-24,1973
-0.029,0.13,-0.286,0.231,0.003,0.002,1856.0,943.0,1.0,-19,1972
-0.033,0.125,-0.282,0.205,0.002,0.002,3246.0,2390.0,1.0,-14,1976
-0.03,0.125,-0.278,0.214,0.002,0.002,3968.0,3664.0,1.0,-9,1970
-0.035,0.124,-0.283,0.214,0.003,0.003,2197.0,1031.0,1.0,-4,1935
-0.03,0.125,-0.264,0.217,0.002,0.002,3453.0,1329.0,1.0,1,1950
-0.035,0.124,-0.269,0.211,0.002,0.002,3796.0,4936.0,1.0,6,1952
-0.034,0.124,-0.275,0.201,0.002,0.002,5863.0,4214.0,1.0,11,1965
-0.032,0.123,-0.266,0.207,0.002,0.002,3067.0,3067.0,1.0,16,2018
-0.029,0.127,-0.282,0.217,0.002,0.002,3175.0,2700.0,1.0,21,1971
-0.029,0.127,-0.296,0.204,0.003,0.002,2449.0,3246.0,1.0,-45,1996
-0.034,0.122,-0.265,0.205,0.002,0.002,4222.0,5015.0,1.0,-40,2011
-0.029,0.125,-0.279,0.218,0.003,0.002,2081.0,1375.0,1.0,-35,1995
-0.032,0.124,-0.269,0.218,0.002,0.002,3286.0,4041.0,1.0,-30,1967
-0.032,0.126,-0.26,0.217,0.003,0.002,1956.0,1714.0,1.0,-25,2016
-0.033,0.124,-0.283,0.203,0.002,0.002,3209.0,4241.0,1.0,-20,1982
-0.03,0.125,-0.273,0.216,0.002,0.002,3378.0,2407.0,1.0,-15,1957
-0.029,0.119,-0.262,0.205,0.002,0.002,5251.0,4235.0,1.0,-13,1999
-0.034,0.123,-0.275,0.202,0.002,0.002,4759.0,4382.0,1.0,-12,2015
-0.03,0.124,-0.263,0.224,0.002,0.002,4164.0,4352.0,1.0,-11,0
-0.028,0.121,-0.271,0.206,0.002,0.002,2451.0,1657.0,1.0,-10,2004
-0.033,0.128,-0.293,0.219,0.004,0.004,1315.0,630.0,1.01,-8,1988
-0.028,0.125,-0.27,0.21,0.003,0.002,1793.0,1277.0,1.0,-7,1989
-0.033,0.125,-0.268,0.212,0.002,0.003,2788.0,829.0,1.0,-6,1951
-0.032,0.125,-0.264,0.216,0.003,0.002,1681.0,2710.0,1.0,-5,1968
-0.033,0.125,-0.275,0.206,0.002,0.002,4387.0,4936.0,1.0,-3,1983
-0.031,0.125,-0.262,0.221,0.003,0.002,2291.0,2262.0,1.0,-2,1991
-0.028,0.124,-0.283,0.205,0.003,0.002,2430.0,1368.0,1.0,-1,1987
-0.031,0.127,-0.287,0.215,0.004,0.003,1082.0,554.0,1.0,0,1992
-0.03,0.126,-0.274,0.211,0.002,0.002,2796.0,4068.0,1.0,2,2008
-0.028,0.125,-0.257,0.231,0.003,0.002,2291.0,826.0,1.0,3,1979
-0.032,0.124,-0.271,0.212,0.002,0.002,3022.0,1024.0,1.0,4,2000
-0.038,0.128,-0.281,0.225,0.003,0.004,1414.0,536.0,1.0,5,1961
-0.04,0.132,-0.314,0.202,0.004,0.004,1145.0,423.0,1.0,-34,1975
-0.027,0.126,-0.272,0.219,0.002,0.002,4784.0,2658.0,1.0,7,1997
-0.027,0.122,-0.266,0.203,0.002,0.002,3951.0,3050.0,1.0,8,1889
-0.033,0.126,-0.269,0.222,0.002,0.002,4042.0,3598.0,1.0,9,1973
-0.033,0.124,-0.266,0.211,0.002,0.002,3371.0,2239.0,1.0,10,1972
-0.029,0.123,-0.27,0.21,0.003,0.002,2450.0,4893.0,1.0,12,1976
-0.029,0.123,-0.263,0.21,0.002,0.002,2865.0,2446.0,1.0,13,1970
-0.031,0.121,-0.273,0.204,0.002,0.002,4168.0,2985.0,1.0,14,1935
-0.03,0.124,-0.284,0.208,0.002,0.002,5040.0,3423.0,1.0,15,1950
-0.035,0.127,-0.27,0.229,0.002,0.002,4551.0,3010.0,1.0,-18,1952
-0.033,0.122,-0.262,0.215,0.002,0.002,3774.0,3634.0,1.0,17,1965
-0.029,0.122,-0.274,0.206,0.003,0.002,2208.0,1524.0,1.0,22,2018
-0.031,0.128,-0.285,0.217,0.003,0.003,1712.0,989.0,1.0,27,1971
-0.028,0.127,-0.274,0.222,0.003,0.003,2290.0,1172.0,1.0,32,1996
-0.031,0.125,-0.26,0.23,0.002,0.002,3698.0,3930.0,1.0,26,2011
-0.027,0.128,-0.25,0.249,0.003,0.002,2122.0,1241.0,1.0,31,1995
-0.03,0.126,-0.263,0.226,0.002,0.002,3562.0,2352.0,1.0,19,1967
-0.032,0.12,-0.27,0.206,0.002,0.002,4555.0,4646.0,1.0,24,2016
-0.033,0.123,-0.273,0.206,0.002,0.002,3244.0,4359.0,1.0,29,1982
-0.031,0.125,-0.286,0.207,0.002,0.002,3595.0,3697.0,1.0,34,1957
-0.03,0.12,-0.262,0.202,0.002,0.002,4408.0,4787.0,1.0,39,1999
-0.031,0.124,-0.27,0.216,0.002,0.002,2980.0,1807.0,1.0,44,2015
-0.031,0.124,-0.272,0.203,0.003,0.002,1664.0,2845.0,1.0,49,0
-0.032,0.123,-0.268,0.212,0.002,0.002,4651.0,3730.0,1.0,54,2004
-0.037,0.125,-0.278,0.208,0.003,0.002,1928.0,2020.0,1.0,59,1988
-0.027,0.123,-0.272,0.214,0.002,0.002,2820.0,4072.0,1.0,64,1989
-0.035,0.121,-0.27,0.2,0.002,0.002,2441.0,4509.0,1.0,69,1951
-0.025,0.128,-0.261,0.234,0.003,0.002,2425.0,1871.0,1.0,37,1968
-0.032,0.124,-0.281,0.206,0.002,0.002,3421.0,2610.0,1.0,42,1983
-0.031,0.124,-0.268,0.218,0.002,0.002,2829.0,2992.0,1.0,47,1991
-0.032,0.126,-0.285,0.214,0.002,0.002,4542.0,3440.0,1.0,52,1987
-0.032,0.122,-0.27,0.207,0.002,0.002,4668.0,4102.0,1.0,-21,1992
-0.036,0.124,-0.272,0.214,0.002,0.002,3987.0,3459.0,1.0,-16,2008
-0.027,0.125,-0.273,0.203,0.003,0.002,2194.0,4423.0,1.0,-17,1979
-0.032,0.12,-0.251,0.221,0.002,0.002,4204.0,3496.0,1.0,18,2000
-0.031,0.123,-0.269,0.207,0.002,0.002,2938.0,1974.0,1.0,20,1961
-0.03,0.126,-0.281,0.219,0.003,0.002,1711.0,547.0,1.0,23,1975
-0.032,0.123,-0.273,0.213,0.002,0.002,2850.0,2896.0,1.0,25,1997
-0.029,0.125,-0.271,0.212,0.002,0.002,3806.0,3545.0,1.0,28,1889
-0.033,0.126,-0.296,0.196,0.003,0.002,2517.0,1322.0,1.0,30,1973
-0.036,0.126,-0.282,0.213,0.002,0.002,4206.0,3677.0,1.0,33,1972
-0.032,0.126,-0.272,0.221,0.002,0.002,4203.0,3226.0,1.0,-22,1976
-0.035,0.132,-0.304,0.216,0.004,0.005,972.0,409.0,1.01,-38,1970
-0.03,0.123,-0.267,0.215,0.002,0.002,3389.0,1871.0,1.0,-33,1935
-0.033,0.123,-0.27,0.204,0.002,0.002,3779.0,4011.0,1.0,-28,1950
-0.031,0.124,-0.281,0.195,0.003,0.002,1776.0,3349.0,1.0,-23,1952
-0.031,0.125,-0.275,0.227,0.002,0.002,3657.0,1668.0,1.0,36,1965
-0.03,0.126,-0.269,0.227,0.002,0.002,3185.0,2594.0,1.0,41,2018
-0.029,0.126,-0.276,0.218,0.003,0.002,1778.0,1375.0,1.0,35,1971
-0.031,0.125,-0.272,0.218,0.002,0.002,3847.0,2939.0,1.0,40,1996
-0.024,0.123,-0.268,0.212,0.002,0.002,2485.0,2453.0,1.0,45,2011
-0.034,0.124,-0.27,0.215,0.002,0.002,3284.0,4667.0,1.0,-27,1995
-0.032,0.124,-0.274,0.217,0.002,0.002,4396.0,3229.0,1.0,81,1967
-0.027,0.125,-0.265,0.217,0.002,0.002,2729.0,3555.0,1.0,86,2016
-0.032,0.128,-0.292,0.199,0.003,0.002,2451.0,4408.0,1.0,91,1982
-0.024,0.126,-0.267,0.22,0.002,0.002,2896.0,3472.0,1.0,96,1957
-0.031,0.121,-0.27,0.206,0.002,0.002,3881.0,2394.0,1.0,101,1999
-0.101,0.116,-0.33,0.12,0.002,0.002,3668.0,4317.0,1.0,106,2015
-0.024,0.101,-0.22,0.183,0.002,0.002,3258.0,3649.0,1.0,111,0
-0.004,0.107,-0.214,0.2,0.002,0.002,1864.0,899.0,1.0,116,2004
0.022,0.11,-0.201,0.232,0.002,0.002,2135.0,1335.0,1.0,121,1988
0.052,0.117,-0.176,0.273,0.003,0.002,1825.0,4399.0,1.01,126,1989
0.075,0.131,-0.183,0.326,0.002,0.002,3414.0,3822.0,1.0,131,1951
-0.025,0.128,-0.269,0.233,0.003,0.002,1716.0,678.0,1.0,38,1968
-0.027,0.124,-0.271,0.212,0.003,0.002,1950.0,1086.0,1.0,43,1983
-0.029,0.132,-0.285,0.234,0.003,0.003,2257.0,1214.0,1.0,48,1991
-0.03,0.122,-0.273,0.203,0.002,0.002,4892.0,3961.0,1.0,50,1987
-0.03,0.124,-0.261,0.223,0.002,0.002,3292.0,2824.0,1.0,55,1992
-0.03,0.123,-0.266,0.21,0.002,0.002,3143.0,1953.0,1.0,60,2008
-0.032,0.127,-0.267,0.228,0.002,0.002,3223.0,3095.0,1.0,65,1979
-0.036,0.126,-0.282,0.204,0.002,0.002,3611.0,1118.0,1.0,70,2000
-0.028,0.126,-0.278,0.206,0.003,0.002,2324.0,3592.0,1.0,75,1961
-0.032,0.127,-0.292,0.209,0.002,0.002,2944.0,1601.0,1.0,80,1975
-0.037,0.125,-0.285,0.201,0.003,0.002,1718.0,1587.0,1.0,85,1997
-0.03,0.125,-0.27,0.222,0.002,0.002,3804.0,3847.0,1.0,53,1889
-0.032,0.123,-0.268,0.206,0.002,0.002,3973.0,3826.0,1.0,58,1973
-0.032,0.122,-0.261,0.211,0.002,0.002,4118.0,3632.0,1.0,63,1972
-0.032,0.127,-0.261,0.229,0.003,0.002,1942.0,1772.0,1.0,68,1976
-0.028,0.126,-0.276,0.215,0.002,0.002,4001.0,3484.0,1.0,-48,1970
-0.03,0.125,-0.262,0.225,0.002,0.002,2726.0,1833.0,1.0,-43,1935
-0.034,0.122,-0.264,0.21,0.002,0.002,3731.0,2990.0,1.0,-26,1950
-0.031,0.122,-0.255,0.226,0.002,0.002,4481.0,3566.0,1.0,-41,1952
-0.031,0.125,-0.278,0.211,0.002,0.002,2856.0,4168.0,1.0,-36,1965
-0.029,0.122,-0.267,0.205,0.002,0.002,4241.0,4314.0,1.0,-31,2018
-0.032,0.124,-0.259,0.223,0.002,0.002,2596.0,3287.0,1.0,46,1971
-0.031,0.128,-0.283,0.219,0.002,0.002,3475.0,3008.0,1.0,51,1996
-0.03,0.132,-0.281,0.239,0.004,0.003,1415.0,764.0,1.0,-46,2011
-0.027,0.128,-0.275,0.228,0.003,0.002,1795.0,1152.0,1.0,-29,1995
-0.027,0.126,-0.284,0.216,0.002,0.002,3757.0,1448.0,1.0,-24,1967
-0.029,0.123,-0.256,0.216,0.002,0.002,2941.0,3010.0,1.0,-19,2016
-0.033,0.122,-0.271,0.202,0.002,0.002,5055.0,3525.0,1.0,-14,1982
-0.033,0.128,-0.274,0.223,0.003,0.004,2145.0,1071.0,1.0,-9,1957
-0.028,0.128,-0.279,0.224,0.004,0.003,1315.0,569.0,1.0,-4,1999
-0.031,0.122,-0.273,0.203,0.002,0.002,5530.0,4779.0,1.0,1,2015
-0.027,0.121,-0.262,0.217,0.003,0.002,2330.0,1469.0,1.0,6,0
-0.032,0.125,-0.288,0.199,0.004,0.003,1080.0,422.0,1.0,11,2004
-0.033,0.131,-0.291,0.234,0.003,0.002,1732.0,518.0,1.0,16,1988
-0.029,0.127,-0.283,0.22,0.004,0.003,1331.0,549.0,1.0,21,1989
-0.035,0.125,-0.268,0.214,0.002,0.002,4730.0,4638.0,1.0,-45,1951
-0.028,0.128,-0.291,0.215,0.002,0.002,4219.0,3922.0,1.0,-40,1968
-0.027,0.125,-0.261,0.23,0.002,0.002,3167.0,3998.0,1.0,-35,1983
-0.023,0.126,-0.269,0.215,0.003,0.002,2106.0,3029.0,1.0,-30,1991
-0.032,0.125,-0.287,0.203,0.003,0.002,1942.0,867.0,1.0,-25,1987
-0.026,0.128,-0.263,0.239,0.003,0.002,1467.0,487.0,1.0,-20,1992
-0.03,0.127,-0.271,0.224,0.002,0.002,5034.0,2250.0,1.0,-15,2008
-0.029,0.123,-0.263,0.211,0.002,0.002,3876.0,2801.0,1.0,-13,1979
-0.033,0.125,-0.278,0.204,0.003,0.002,2112.0,1183.0,1.0,-12,2000
-0.034,0.122,-0.263,0.21,0.002,0.002,3078.0,2871.0,1.0,-11,1961
-0.026,0.127,-0.266,0.23,0.002,0.002,4199.0,4520.0,1.0,-10,1975
-0.026,0.123,-0.273,0.204,0.002,0.002,3137.0,1629.0,1.0,-8,1997
-0.028,0.124,-0.271,0.218,0.003,0.002,2071.0,1370.0,1.0,-7,1889
-0.031,0.124,-0.272,0.207,0.002,0.002,5184.0,3795.0,1.0,-6,1973
-0.031,0.126,-0.283,0.21,0.002,0.002,2605.0,2968.0,1.0,-5,1972
-0.141,0.129,-0.402,0.097,0.003,0.002,2199.0,2594.0,1.0,-3,1976
-0.029,0.125,-0.264,0.227,0.002,0.002,2746.0,1456.0,1.0,-2,1970
-0.031,0.125,-0.262,0.224,0.002,0.002,3650.0,3933.0,1.0,-1,1935
-0.029,0.123,-0.267,0.214,0.002,0.002,5534.0,4510.0,1.0,0,1950
-0.13,0.126,-0.376,0.115,0.003,0.002,2401.0,1772.0,1.0,2,1952
-0.029,0.121,-0.254,0.223,0.002,0.002,6380.0,4986.0,1.0,3,1965
-0.033,0.123,-0.267,0.21,0.002,0.002,4031.0,4525.0,1.0,4,2018
-0.028,0.129,-0.301,0.208,0.004,0.003,1330.0,687.0,1.0,5,1971
-0.038,0.133,-0.309,0.217,0.004,0.004,917.0,484.0,1.0,-34,1996
-0.119,0.116,-0.337,0.108,0.002,0.001,4577.0,4256.0,1.0,7,2011
-0.028,0.125,-0.279,0.217,0.002,0.002,3645.0,3926.0,1.0,8,1995
-0.032,0.126,-0.276,0.222,0.003,0.002,2425.0,1575.0,1.0,9,1967
-0.035,0.124,-0.29,0.196,0.002,0.002,2590.0,3420.0,1.0,10,2016
-0.107,0.118,-0.328,0.126,0.003,0.002,1603.0,1780.0,1.0,12,1982
-0.031,0.127,-0.268,0.224,0.002,0.002,3426.0,4168.0,1.0,13,1957
-0.031,0.124,-0.283,0.209,0.002,0.002,3960.0,3832.0,1.0,14,1999
-0.04,0.127,-0.277,0.213,0.003,0.002,2119.0,893.0,1.0,15,2015
-0.031,0.122,-0.253,0.224,0.002,0.002,4173.0,3785.0,1.0,-18,0
-0.1,0.111,-0.315,0.111,0.002,0.001,2869.0,2947.0,1.0,17,2004
-0.118,0.088,-0.283,0.061,0.002,0.001,2630.0,4299.0,1.0,22,1988
-0.002,0.093,-0.183,0.171,0.002,0.002,1696.0,1268.0,1.0,27,1989
0.012,0.093,-0.172,0.19,0.002,0.001,3504.0,4528.0,1.0,32,1951
-0.029,0.12,-0.266,0.21,0.002,0.002,4287.0,4494.0,1.0,26,1968
-0.035,0.122,-0.268,0.21,0.002,0.002,3442.0,2755.0,1.0,31,1983
-0.032,0.125,-0.279,0.209,0.002,0.002,4023.0,4255.0,1.0,19,1991
-0.034,0.124,-0.275,0.204,0.002,0.002,2754.0,1862.0,1.0,24,1987
-0.031,0.126,-0.279,0.218,0.002,0.002,3453.0,2081.0,1.0,29,1992
-0.031,0.126,-0.272,0.215,0.002,0.002,3169.0,3419.0,1.01,34,2008
-0.032,0.121,-0.287,0.196,0.002,0.002,5249.0,5128.0,1.0,39,1979
-0.031,0.121,-0.269,0.202,0.002,0.002,4311.0,4117.0,1.0,44,2000
-0.027,0.127,-0.276,0.217,0.002,0.002,3141.0,2993.0,1.0,49,1961
-0.029,0.124,-0.277,0.214,0.002,0.002,2654.0,937.0,1.0,54,1975
-0.033,0.12,-0.259,0.209,0.002,0.002,2522.0,3374.0,1.0,59,1997
-0.027,0.126,-0.262,0.219,0.002,0.002,2555.0,2078.0,1.0,64,1889
-0.034,0.122,-0.294,0.188,0.002,0.002,3331.0,1439.0,1.0,69,1973
0.019,0.094,-0.157,0.207,0.002,0.001,2528.0,3094.0,1.0,37,1972
0.042,0.095,-0.143,0.226,0.002,0.001,2374.0,3195.0,1.0,42,1976
0.093,0.105,-0.102,0.31,0.002,0.002,1928.0,2172.0,1.0,47,1970
-0.034,0.124,-0.272,0.218,0.002,0.002,3801.0,3083.0,1.0,52,1935
-0.028,0.128,-0.282,0.214,0.003,0.002,2172.0,2481.0,1.0,-21,1950
-0.028,0.124,-0.271,0.208,0.002,0.002,3111.0,3678.0,1.0,-16,1952
-0.03,0.125,-0.275,0.213,0.002,0.002,4726.0,2707.0,1.0,-17,1965
-0.031,0.124,-0.271,0.214,0.003,0.002,2301.0,1450.0,1.0,18,2018
-0.032,0.123,-0.276,0.204,0.002,0.002,4499.0,3305.0,1.0,20,1971
-0.025,0.131,-0.286,0.221,0.003,0.003,1885.0,1825.0,1.0,23,1996
-0.029,0.125,-0.285,0.205,0.002,0.002,3360.0,2990.0,1.0,25,2011
-0.03,0.123,-0.278,0.213,0.002,0.002,4753.0,2293.0,1.0,28,1995
-0.026,0.126,-0.274,0.223,0.003,0.002,2039.0,760.0,1.0,30,1967
-0.035,0.127,-0.28,0.211,0.002,0.002,3316.0,3315.0,1.0,33,2016
-0.03,0.123,-0.261,0.214,0.002,0.002,5017.0,5087.0,1.0,-22,1982
-0.035,0.124,-0.285,0.199,0.003,0.002,1655.0,1982.0,1.0,-38,1957
-0.032,0.125,-0.274,0.215,0.002,0.003,2840.0,2886.0,1.0,-33,1999
-0.031,0.124,-0.277,0.206,0.002,0.002,2505.0,3082.0,1.0,-28,2015
-0.032,0.127,-0.266,0.225,0.003,0.002,2422.0,1269.0,1.0,-23,0
-0.028,0.125,-0.275,0.214,0.002,0.002,5220.0,4399.0,1.0,36,2004
-0.031,0.127,-0.277,0.215,0.002,0.002,2777.0,3668.0,1.0,41,1988
-0.028,0.122,-0.269,0.216,0.002,0.002,6032.0,4358.0,1.0,35,1989
-0.029,0.13,-0.269,0.241,0.003,0.002,2525.0,1017.0,1.0,40,1951
-0.031,0.123,-0.276,0.199,0.002,0.002,3481.0,2080.0,1.0,45,1968
-0.033,0.124,-0.27,0.219,0.002,0.003,2731.0,1284.0,1.0,-27,1983
-0.029,0.129,-0.286,0.214,0.003,0.002,1595.0,3453.0,1.0,81,1991
-0.03,0.118,-0.27,0.196,0.001,0.002,7600.0,4772.0,1.0,86,1987
-0.033,0.126,-0.271,0.218,0.003,0.003,1940.0,1410.0,1.0,91,1992
-0.028,0.124,-0.266,0.222,0.002,0.002,3223.0,2877.0,1.0,96,2008
-0.03,0.121,-0.267,0.21,0.002,0.002,4582.0,3731.0,1.0,101,1979
-0.025,0.126,-0.278,0.219,0.003,0.002,2320.0,2162.0,1.0,106,2000
-0.034,0.121,-0.26,0.212,0.002,0.002,3011.0,3826.0,1.0,111,1961
-0.028,0.131,-0.274,0.24,0.004,0.003,1310.0,505.0,1.0,116,1975
-0.033,0.126,-0.273,0.216,0.002,0.002,4232.0,4076.0,1.0,121,1997
-0.029,0.121,-0.264,0.217,0.002,0.001,4451.0,4331.0,1.0,126,1889
-0.029,0.124,-0.276,0.209,0.003,0.002,2070.0,1569.0,1.0,131,1973
-0.031,0.128,-0.288,0.214,0.002,0.002,4912.0,3841.0,1.0,38,1972
-0.025,0.125,-0.268,0.222,0.002,0.002,2852.0,2065.0,1.0,43,1976
-0.032,0.126,-0.269,0.225,0.002,0.002,3755.0,3600.0,1.0,48,1970
-0.036,0.125,-0.279,0.219,0.003,0.003,1894.0,590.0,1.0,50,1935
-0.03,0.127,-0.269,0.22,0.003,0.002,2193.0,2145.0,1.0,55,1950
-0.034,0.126,-0.283,0.216,0.002,0.002,2761.0,1055.0,1.0,60,1952
-0.034,0.124,-0.267,0.218,0.002,0.002,2968.0,2114.0,1.0,65,1965
-0.031,0.123,-0.271,0.205,0.003,0.002,1755.0,2198.0,1.0,70,2018
-0.033,0.124,-0.274,0.216,0.002,0.002,3448.0,2969.0,1.0,75,1971
-0.03,0.123,-0.272,0.212,0.002,0.002,3441.0,4539.0,1.0,80,1996
-0.031,0.124,-0.285,0.204,0.002,0.002,3955.0,2538.0,1.0,85,2011
-0.031,0.124,-0.276,0.207,0.002,0.002,4479.0,3431.0,1.0,53,1995
-0.031,0.123,-0.269,0.211,0.002,0.002,2609.0,3714.0,1.0,58,1967
-0.033,0.125,-0.269,0.221,0.002,0.002,3222.0,3923.0,1.0,63,2016
-0.031,0.122,-0.277,0.206,0.002,0.002,3596.0,4118.0,1.0,68,1982
-0.032,0.123,-0.276,0.205,0.002,0.002,5699.0,4985.0,1.0,-48,1957
-0.032,0.131,-0.276,0.223,0.004,0.004,1470.0,1348.0,1.0,-43,1999
-0.029,0.123,-0.273,0.207,0.002,0.002,5255.0,5191.0,1.0,-26,2015
-0.031,0.122,-0.277,0.209,0.002,0.002,5157.0,3593.0,1.0,-41,0
-0.025,0.126,-0.268,0.224,0.002,0.002,3381.0,3034.0,1.0,-36,2004
-0.028,0.124,-0.279,0.21,0.002,0.002,2921.0,2276.0,1.0,-31,1988
-0.034,0.123,-0.281,0.2,0.002,0.002,4047.0,4065.0,1.0,46,1989
-0.033,0.126,-0.256,0.233,0.003,0.002,2364.0,2574.0,1.0,51,1951
-0.033,0.128,-0.291,0.208,0.003,0.003,1866.0,953.0,1.0,-46,1968
-0.031,0.125,-0.272,0.218,0.003,0.002,1642.0,934.0,1.0,-29,1983
-0.032,0.124,-0.275,0.203,0.002,0.002,3107.0,4414.0,1.0,-24,1991
-0.025,0.125,-0.269,0.213,0.003,0.002,2398.0,1487.0,1.0,-19,1987
-0.033,0.125,-0.276,0.213,0.002,0.002,4375.0,4610.0,1.0,-14,1992
-0.029,0.129,-0.292,0.21,0.003,0.002,1866.0,1554.0,1.0,-9,2008
-0.029,0.123,-0.28,0.202,0.003,0.002,1683.0,3375.0,1.0,-4,1979
-0.03,0.124,-0.273,0.205,0.003,0.002,2195.0,3181.0,1.0,1,2000
-0.024,0.132,-0.293,0.233,0.004,0.004,1103.0,337.0,1.01,6,1961
-0.033,0.126,-0.293,0.205,0.002,0.002,5523.0,4156.0,1.0,11,1975
-0.028,0.123,-0.27,0.21,0.002,0.002,3557.0,2937.0,1.0,16,1997
-0.031,0.126,-0.28,0.211,0.003,0.002,2391.0,2807.0,1.0,21,1889
-0.033,0.129,-0.277,0.22,0.003,0.002,2202.0,3091.0,1.0,-45,1973
-0.03,0.126,-0.284,0.209,0.002,0.002,3302.0,3903.0,1.0,-40,1972
-0.033,0.125,-0.273,0.212,0.002,0.002,3470.0,1433.0,1.0,-35,1976
-0.037,0.127,-0.279,0.22,0.003,0.002,1917.0,3235.0,1.0,-30,1970
-0.028,0.124,-0.278,0.209,0.002,0.002,3910.0,3200.0,1.0,-25,1935
-0.035,0.125,-0.288,0.218,0.003,0.003,1896.0,491.0,1.0,-20,1950
-0.029,0.124,-0.275,0.213,0.002,0.002,3370.0,3631.0,1.0,-15,1952
-0.035,0.125,-0.273,0.218,0.002,0.002,2937.0,3284.0,1.0,-13,1965
-0.031,0.123,-0.273,0.213,0.002,0.002,5451.0,4238.0,1.0,-12,2018
-0.033,0.126,-0.271,0.212,0.003,0.002,2327.0,2616.0,1.0,-11,1971
-0.031,0.124,-0.278,0.201,0.002,0.002,4509.0,3410.0,1.0,-10,1996
-0.033,0.125,-0.277,0.212,0.002,0.002,4530.0,2141.0,1.0,-8,2011
-0.031,0.121,-0.26,0.206,0.002,0.002,5031.0,4650.0,1.0,-7,1995
-0.027,0.121,-0.266,0.207,0.002,0.002,3054.0,2144.0,1.0,-6,1967
-0.031,0.127,-0.28,0.22,0.003,0.002,2227.0,1526.0,1.0,-5,2016
