mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,time_since_treatment,bridge_year
-0.03,0.121,-0.259,0.206,0.002,0.002,4067.0,4731.0,1.0,-3,1982
-0.057,0.118,-0.288,0.166,0.002,0.002,3031.0,2763.0,1.0,-2,1957
-0.026,0.127,-0.273,0.228,0.003,0.002,1408.0,686.0,1.0,-1,1999
-0.029,0.126,-0.281,0.217,0.002,0.002,3932.0,3227.0,1.0,0,2015
-0.031,0.123,-0.27,0.218,0.002,0.003,2720.0,1349.0,1.0,2,0
-0.093,0.126,-0.344,0.146,0.002,0.002,3224.0,3418.0,1.0,3,2004
-0.025,0.129,-0.25,0.263,0.004,0.003,1213.0,351.0,1.0,4,1988
-0.027,0.13,-0.275,0.245,0.004,0.003,1503.0,518.0,1.0,5,1989
-0.032,0.124,-0.279,0.213,0.002,0.002,4677.0,3364.0,1.0,-34,1951
-0.029,0.124,-0.264,0.227,0.002,0.002,4141.0,3688.0,1.0,7,1968
-0.029,0.123,-0.276,0.198,0.002,0.002,4271.0,5124.0,1.0,8,1983
-0.028,0.126,-0.283,0.212,0.003,0.002,2436.0,1206.0,1.0,9,1991
-0.027,0.127,-0.279,0.214,0.003,0.002,1550.0,2606.0,1.0,10,1987
-0.03,0.123,-0.26,0.215,0.002,0.002,2506.0,2986.0,1.0,12,1992
-0.032,0.122,-0.262,0.214,0.001,0.002,6632.0,4234.0,1.0,13,2008
-0.037,0.121,-0.266,0.208,0.002,0.002,3917.0,3443.0,1.0,14,1979
-0.034,0.123,-0.263,0.215,0.002,0.002,3481.0,4652.0,1.0,15,2000
-0.032,0.122,-0.266,0.211,0.002,0.002,2655.0,2001.0,1.0,-18,1961
-0.032,0.122,-0.293,0.195,0.002,0.002,5656.0,3718.0,1.0,17,1975
-0.033,0.122,-0.275,0.204,0.002,0.002,6172.0,4093.0,1.0,22,1997
-0.034,0.125,-0.271,0.211,0.002,0.002,3899.0,3987.0,1.0,27,1889
-0.032,0.125,-0.274,0.225,0.003,0.003,1393.0,548.0,1.0,32,1973
-0.029,0.124,-0.279,0.21,0.002,0.002,3107.0,1251.0,1.0,26,1972
-0.027,0.121,-0.264,0.208,0.002,0.002,4077.0,2797.0,1.0,31,1976
-0.03,0.122,-0.262,0.214,0.002,0.002,2478.0,1050.0,1.0,19,1970
-0.029,0.125,-0.272,0.209,0.002,0.002,4487.0,4352.0,1.0,24,1935
-0.032,0.123,-0.264,0.213,0.004,0.003,1037.0,662.0,1.0,29,1950
-0.028,0.125,-0.264,0.22,0.002,0.002,2625.0,4026.0,1.0,34,1952
-0.034,0.124,-0.272,0.209,0.002,0.002,4770.0,3915.0,1.0,39,1965
-0.036,0.125,-0.272,0.205,0.002,0.002,2615.0,2875.0,1.01,44,2018
-0.035,0.124,-0.268,0.216,0.003,0.002,2428.0,2962.0,1.0,49,1971
-0.034,0.122,-0.271,0.212,0.002,0.002,3736.0,2530.0,1.0,54,1996
-0.029,0.125,-0.285,0.201,0.002,0.002,2718.0,3649.0,1.0,59,2011
-0.032,0.123,-0.269,0.211,0.002,0.002,4796.0,2657.0,1.0,64,1995
-0.032,0.123,-0.269,0.203,0.002,0.002,3029.0,3209.0,1.0,69,1967
-0.034,0.124,-0.282,0.203,0.002,0.002,5366.0,4846.0,1.0,37,2016
-0.033,0.123,-0.272,0.207,0.002,0.002,3412.0,3760.0,1.0,42,1982
-0.03,0.122,-0.283,0.201,0.002,0.002,3105.0,2979.0,1.0,47,1957
-0.036,0.126,-0.297,0.201,0.003,0.003,1764.0,955.0,1.0,52,1999
-0.029,0.122,-0.277,0.208,0.002,0.002,4058.0,4222.0,1.0,-21,2015
-0.028,0.123,-0.276,0.205,0.002,0.002,3946.0,3081.0,1.0,-16,0
-0.032,0.124,-0.275,0.212,0.003,0.002,1834.0,2120.0,1.0,-17,2004
-0.033,0.122,-0.27,0.205,0.002,0.002,2582.0,2533.0,1.0,18,1988
-0.028,0.127,-0.272,0.224,0.002,0.002,3673.0,2956.0,1.0,20,1989
-0.072,0.122,-0.309,0.165,0.002,0.002,3128.0,2495.0,1.0,23,1951
-0.031,0.126,-0.277,0.216,0.002,0.002,3694.0,2825.0,1.0,25,1968
-0.026,0.118,-0.274,0.196,0.002,0.002,4696.0,2953.0,1.0,28,1983
-0.034,0.127,-0.276,0.208,0.002,0.002,3046.0,1957.0,1.0,30,1991
-0.052,0.116,-0.278,0.181,0.002,0.002,5101.0,4200.0,1.0,33,1987
-0.031,0.122,-0.27,0.205,0.002,0.002,3781.0,2032.0,1.0,-22,1992
-0.033,0.127,-0.263,0.223,0.003,0.002,2336.0,2964.0,1.0,-38,2008
-0.036,0.127,-0.29,0.208,0.003,0.002,1910.0,1653.0,1.0,-33,1979
-0.031,0.121,-0.271,0.207,0.002,0.002,5402.0,4260.0,1.0,-28,2000
-0.033,0.126,-0.275,0.218,0.003,0.002,2501.0,3470.0,1.0,-23,1961
-0.032,0.127,-0.311,0.191,0.003,0.003,2326.0,1141.0,1.0,36,1975
-0.03,0.123,-0.26,0.22,0.002,0.002,3675.0,3200.0,1.0,41,1997
-0.028,0.127,-0.285,0.229,0.004,0.003,1205.0,391.0,1.0,35,1889
-0.036,0.129,-0.296,0.219,0.003,0.004,1474.0,532.0,1.01,40,1973
-0.032,0.123,-0.263,0.217,0.002,0.002,2453.0,3596.0,1.0,45,1972
-0.037,0.124,-0.291,0.197,0.002,0.002,2797.0,1046.0,1.0,-27,1976
-0.032,0.122,-0.273,0.203,0.002,0.002,4972.0,4017.0,1.0,81,1970
-0.029,0.124,-0.292,0.196,0.002,0.002,3435.0,2688.0,1.0,86,1935
-0.031,0.125,-0.273,0.218,0.002,0.002,5103.0,3651.0,1.0,91,1950
-0.031,0.126,-0.28,0.21,0.002,0.002,3833.0,4304.0,1.0,96,1952
-0.034,0.127,-0.283,0.21,0.002,0.002,2869.0,4223.0,1.0,101,1965
-0.029,0.126,-0.274,0.211,0.003,0.003,1672.0,1337.0,1.0,106,2018
-0.03,0.124,-0.273,0.213,0.002,0.002,5562.0,4285.0,1.0,111,1971
-0.026,0.126,-0.28,0.215,0.002,0.002,3437.0,1027.0,1.0,116,1996
-0.036,0.122,-0.261,0.214,0.002,0.002,3222.0,3180.0,1.0,121,2011
-0.033,0.123,-0.274,0.204,0.002,0.002,5697.0,5302.0,1.0,126,1995
-0.029,0.125,-0.265,0.218,0.002,0.002,6017.0,3763.0,1.0,131,1967
-0.06,0.116,-0.3,0.153,0.002,0.002,3911.0,4366.0,1.0,38,2016
0.028,0.127,-0.227,0.275,0.003,0.003,2463.0,1406.0,1.0,43,1982
0.017,0.122,-0.213,0.256,0.002,0.002,3718.0,4207.0,1.0,48,1957
-0.034,0.125,-0.281,0.21,0.003,0.003,1933.0,1234.0,1.0,50,1999
-0.029,0.123,-0.257,0.215,0.002,0.002,2588.0,3069.0,1.0,55,2015
-0.029,0.124,-0.272,0.21,0.003,0.002,2484.0,2280.0,1.0,60,0
-0.031,0.125,-0.275,0.213,0.002,0.002,4374.0,2535.0,1.0,65,2004
-0.029,0.125,-0.265,0.214,0.003,0.002,2354.0,1316.0,1.0,70,1988
-0.031,0.13,-0.278,0.232,0.003,0.003,1547.0,1023.0,1.0,75,1989
-0.028,0.125,-0.271,0.222,0.002,0.002,3382.0,2888.0,1.0,80,1951
-0.025,0.122,-0.258,0.215,0.003,0.002,2111.0,2391.0,1.0,85,1968
-0.027,0.127,-0.265,0.222,0.003,0.002,1871.0,677.0,1.0,53,1983
-0.029,0.123,-0.269,0.217,0.002,0.002,4755.0,3292.0,1.0,58,1991
-0.031,0.122,-0.269,0.207,0.002,0.002,4490.0,3680.0,1.0,63,1987
-0.033,0.124,-0.281,0.205,0.002,0.002,5326.0,2948.0,1.0,68,1992
-0.034,0.128,-0.3,0.202,0.004,0.003,1213.0,437.0,1.0,-48,2008
-0.027,0.125,-0.266,0.221,0.003,0.002,1929.0,1230.0,1.0,-43,1979
-0.031,0.122,-0.269,0.212,0.002,0.002,3150.0,3108.0,1.01,-26,2000
-0.031,0.123,-0.258,0.219,0.002,0.002,3345.0,1808.0,1.0,-41,1961
-0.036,0.122,-0.282,0.202,0.002,0.002,3570.0,4086.0,1.0,-36,1975
-0.037,0.131,-0.297,0.212,0.004,0.004,1045.0,395.0,1.0,-31,1997
-0.027,0.126,-0.272,0.224,0.003,0.002,1504.0,585.0,1.0,46,1889
-0.032,0.127,-0.283,0.216,0.002,0.002,3245.0,2560.0,1.0,51,1973
-0.032,0.124,-0.277,0.215,0.002,0.002,5985.0,3249.0,1.0,-46,1972
-0.032,0.122,-0.289,0.196,0.002,0.002,5489.0,4685.0,1.0,-29,1976
-0.032,0.124,-0.266,0.225,0.002,0.002,3716.0,4258.0,1.0,-24,1970
-0.03,0.124,-0.266,0.217,0.002,0.002,3899.0,3118.0,1.0,-19,1935
-0.033,0.122,-0.27,0.212,0.002,0.002,4433.0,2578.0,1.0,-14,1950
-0.025,0.126,-0.268,0.223,0.003,0.002,2287.0,2884.0,1.0,-9,1952
-0.031,0.126,-0.289,0.2,0.002,0.002,5264.0,4258.0,1.0,-4,1965
-0.03,0.12,-0.27,0.197,0.002,0.002,4349.0,2846.0,1.0,1,2018
-0.032,0.126,-0.289,0.203,0.002,0.002,3530.0,2973.0,1.0,6,1971
-0.028,0.121,-0.247,0.225,0.002,0.002,4815.0,2797.0,1.0,11,1996
-0.03,0.124,-0.264,0.224,0.002,0.002,4216.0,2304.0,1.0,16,2011
-0.027,0.124,-0.288,0.199,0.002,0.002,2899.0,2594.0,1.0,21,1995
-0.032,0.125,-0.267,0.226,0.002,0.002,2739.0,3277.0,1.0,-45,1967
-0.036,0.125,-0.294,0.208,0.003,0.003,1560.0,460.0,1.0,-40,2016
-0.03,0.126,-0.272,0.215,0.003,0.002,1967.0,1162.0,1.0,-35,1982
-0.032,0.124,-0.269,0.212,0.002,0.002,3727.0,4233.0,1.0,-30,1957
-0.029,0.124,-0.267,0.21,0.002,0.002,3020.0,2274.0,1.0,-25,1999
-0.028,0.125,-0.289,0.202,0.002,0.002,3348.0,4280.0,1.0,-20,2015
-0.031,0.122,-0.265,0.222,0.002,0.002,3319.0,1815.0,1.0,-15,0
-0.033,0.131,-0.282,0.223,0.003,0.002,1912.0,1853.0,1.0,-13,2004
-0.028,0.123,-0.267,0.206,0.002,0.002,5083.0,4979.0,1.0,-12,1988
-0.028,0.123,-0.275,0.207,0.002,0.002,4336.0,3651.0,1.0,-11,1989
-0.032,0.12,-0.267,0.209,0.002,0.002,4826.0,4387.0,1.0,-10,1951
-0.028,0.126,-0.296,0.203,0.003,0.002,2473.0,2537.0,1.0,-8,1968
-0.03,0.124,-0.283,0.209,0.002,0.003,3705.0,1608.0,1.0,-7,1983
-0.133,0.125,-0.381,0.112,0.003,0.002,2323.0,4641.0,1.0,-6,1991
-0.03,0.127,-0.281,0.215,0.002,0.002,3197.0,4048.0,1.0,-5,1987
-0.031,0.12,-0.274,0.203,0.002,0.002,3460.0,4232.0,1.0,-3,1992
-0.032,0.124,-0.271,0.206,0.002,0.002,3703.0,4042.0,1.0,-2,2008
-0.121,0.121,-0.36,0.11,0.003,0.002,2320.0,1555.0,1.0,-1,1979
-0.032,0.124,-0.29,0.201,0.003,0.002,2417.0,1324.0,1.0,0,2000
-0.032,0.123,-0.261,0.214,0.002,0.002,4660.0,2660.0,1.0,2,1961
-0.033,0.121,-0.268,0.205,0.002,0.002,2799.0,1102.0,1.0,3,1975
-0.107,0.118,-0.345,0.11,0.002,0.002,2473.0,3584.0,1.0,4,1997
-0.033,0.122,-0.274,0.204,0.002,0.002,3310.0,4236.0,1.0,5,1889
-0.029,0.128,-0.271,0.227,0.003,0.002,2173.0,1342.0,1.0,-34,1973
-0.033,0.125,-0.272,0.22,0.003,0.002,1922.0,2530.0,1.0,7,1972
-0.03,0.122,-0.271,0.208,0.002,0.002,4432.0,3935.0,1.0,8,1976
-0.101,0.115,-0.309,0.131,0.002,0.002,2709.0,3854.0,1.0,9,1970
-0.03,0.126,-0.279,0.21,0.002,0.002,4215.0,2440.0,1.0,10,1935
-0.027,0.127,-0.255,0.245,0.003,0.002,1479.0,834.0,1.0,12,1950
-0.029,0.126,-0.259,0.233,0.002,0.002,3583.0,1099.0,1.0,13,1952
-0.095,0.113,-0.308,0.124,0.002,0.001,2892.0,4109.0,1.0,14,1965
-0.027,0.128,-0.26,0.237,0.003,0.002,1799.0,661.0,1.0,15,2018
-0.028,0.125,-0.274,0.211,0.002,0.002,2873.0,1060.0,1.0,-18,1971
-0.029,0.124,-0.267,0.216,0.002,0.002,3241.0,2152.0,1.0,17,1996
-0.031,0.122,-0.263,0.209,0.003,0.002,1630.0,2368.0,1.0,22,2011
-0.034,0.126,-0.273,0.217,0.002,0.002,3053.0,2214.0,1.0,27,1995
-0.027,0.123,-0.267,0.207,0.002,0.002,2770.0,5316.0,1.0,32,1967
-0.03,0.123,-0.271,0.201,0.002,0.002,4531.0,4255.0,1.0,26,2016
-0.036,0.125,-0.285,0.198,0.003,0.002,2510.0,1846.0,1.0,31,1982
0.009,0.093,-0.181,0.16,0.003,0.002,770.0,2410.0,1.0,19,1957
0.039,0.101,-0.162,0.202,0.004,0.003,650.0,1577.0,1.0,24,1999
0.019,0.085,-0.167,0.155,0.003,0.002,991.0,1598.0,1.0,29,2015
0.038,0.089,-0.144,0.185,0.003,0.002,668.0,2631.0,1.01,34,0
0.041,0.089,-0.152,0.179,0.004,0.003,715.0,433.0,1.0,39,2004
0.056,0.081,-0.111,0.196,0.002,0.002,1338.0,4233.0,1.0,44,1988
-0.028,0.126,-0.281,0.22,0.003,0.002,2139.0,504.0,1.0,49,1989
-0.033,0.123,-0.271,0.209,0.002,0.002,4568.0,4017.0,1.0,54,1951
-0.03,0.123,-0.27,0.216,0.002,0.002,5985.0,3977.0,1.0,59,1968
-0.03,0.123,-0.279,0.207,0.002,0.002,5368.0,4534.0,1.0,64,1983
-0.032,0.126,-0.282,0.205,0.002,0.002,4963.0,3784.0,1.0,69,1991
-0.03,0.124,-0.273,0.203,0.002,0.002,3630.0,2937.0,1.0,37,1987
-0.032,0.123,-0.271,0.209,0.002,0.002,2932.0,3185.0,1.0,42,1992
-0.031,0.122,-0.264,0.21,0.001,0.002,6961.0,4890.0,1.0,47,2008
-0.031,0.124,-0.271,0.218,0.002,0.002,3940.0,1304.0,1.0,52,1979
-0.029,0.124,-0.269,0.218,0.003,0.002,2270.0,2308.0,1.0,-21,2000
-0.033,0.126,-0.281,0.198,0.002,0.002,4535.0,3452.0,1.0,-16,1961
-0.033,0.127,-0.272,0.221,0.002,0.002,3159.0,3933.0,1.0,-17,1975
-0.032,0.125,-0.27,0.2,0.003,0.002,1317.0,2635.0,1.0,18,1997
-0.028,0.123,-0.267,0.21,0.003,0.002,2014.0,820.0,1.0,20,1889
-0.03,0.122,-0.27,0.207,0.002,0.002,3528.0,3645.0,1.0,23,1973
-0.034,0.125,-0.281,0.206,0.003,0.003,1433.0,886.0,1.0,25,1972
-0.028,0.127,-0.269,0.22,0.002,0.002,2801.0,2716.0,1.0,28,1976
-0.032,0.126,-0.285,0.2,0.003,0.002,2368.0,2866.0,1.0,30,1970
-0.028,0.126,-0.274,0.221,0.004,0.003,1323.0,499.0,1.0,33,1935
-0.036,0.126,-0.285,0.207,0.003,0.003,2011.0,1040.0,1.01,-22,1950
-0.026,0.127,-0.294,0.209,0.003,0.002,2019.0,924.0,1.0,-38,1952
-0.034,0.125,-0.28,0.205,0.003,0.002,2427.0,964.0,1.0,-33,1965
-0.028,0.123,-0.267,0.209,0.002,0.002,3595.0,3279.0,1.0,-28,2018
-0.027,0.124,-0.27,0.215,0.002,0.002,3089.0,2611.0,1.0,-23,1971
-0.034,0.127,-0.289,0.21,0.003,0.003,1767.0,551.0,1.0,36,1996
-0.032,0.127,-0.287,0.21,0.003,0.002,2247.0,1460.0,1.0,41,2011
-0.036,0.122,-0.266,0.212,0.002,0.002,2821.0,2228.0,1.0,35,1995
-0.031,0.124,-0.275,0.2,0.002,0.002,2750.0,4645.0,1.0,40,1967
-0.032,0.121,-0.277,0.202,0.002,0.002,5754.0,4617.0,1.0,45,2016
-0.029,0.123,-0.27,0.212,0.002,0.002,4167.0,2981.0,1.0,-27,1982
-0.031,0.126,-0.287,0.205,0.002,0.002,3282.0,3737.0,1.0,81,1957
-0.029,0.124,-0.279,0.212,0.002,0.002,3552.0,2904.0,1.0,86,1999
-0.038,0.125,-0.279,0.209,0.002,0.002,3029.0,2537.0,1.0,91,2015
-0.029,0.125,-0.265,0.216,0.003,0.002,2426.0,4085.0,1.0,96,0
-0.03,0.121,-0.27,0.206,0.002,0.002,4740.0,3657.0,1.0,101,2004
-0.027,0.125,-0.276,0.214,0.002,0.002,4889.0,4308.0,1.0,106,1988
-0.031,0.126,-0.271,0.218,0.003,0.002,2267.0,2743.0,1.0,111,1989
-0.028,0.122,-0.276,0.207,0.001,0.002,7347.0,4529.0,1.0,116,1951
-0.033,0.124,-0.277,0.2,0.002,0.002,2830.0,3465.0,1.0,121,1968
-0.033,0.127,-0.29,0.215,0.003,0.003,1938.0,921.0,1.0,126,1983
-0.033,0.125,-0.27,0.217,0.002,0.002,2605.0,1078.0,1.0,131,1991
-0.028,0.126,-0.267,0.226,0.002,0.002,3213.0,3242.0,1.0,38,1987
-0.029,0.125,-0.291,0.207,0.002,0.002,4482.0,4209.0,1.0,43,1992
-0.033,0.125,-0.277,0.208,0.002,0.002,2689.0,2399.0,1.0,48,2008
-0.032,0.126,-0.28,0.217,0.002,0.002,3955.0,2847.0,1.0,50,1979
-0.032,0.127,-0.284,0.208,0.002,0.002,4001.0,4885.0,1.0,55,2000
-0.03,0.125,-0.303,0.191,0.002,0.002,3015.0,1778.0,1.0,60,1961
-0.029,0.125,-0.276,0.216,0.003,0.002,2170.0,723.0,1.0,65,1975
-0.024,0.129,-0.261,0.244,0.003,0.002,2463.0,1301.0,1.0,70,1997
-0.028,0.129,-0.271,0.235,0.003,0.002,1897.0,1473.0,1.0,75,1889
-0.03,0.124,-0.27,0.216,0.002,0.002,3687.0,3184.0,1.0,80,1973
-0.033,0.123,-0.275,0.21,0.002,0.002,4523.0,3609.0,1.0,85,1972
-0.032,0.123,-0.279,0.204,0.002,0.002,4728.0,3373.0,1.0,53,1976
-0.029,0.12,-0.267,0.206,0.001,0.002,6898.0,4708.0,1.0,58,1970
-0.03,0.122,-0.282,0.202,0.002,0.002,4523.0,3598.0,1.0,63,1935
-0.027,0.127,-0.279,0.223,0.002,0.002,2777.0,1416.0,1.0,68,1950
-0.027,0.125,-0.263,0.222,0.002,0.002,4925.0,3941.0,1.0,-48,1952
-0.033,0.124,-0.286,0.196,0.002,0.002,3163.0,2751.0,1.0,-43,1965
-0.03,0.126,-0.292,0.209,0.002,0.002,4908.0,3668.0,1.0,-26,2018
-0.026,0.127,-0.271,0.223,0.003,0.002,1755.0,784.0,1.0,-41,1971
-0.029,0.122,-0.276,0.211,0.002,0.002,6210.0,4197.0,1.0,-36,1996
-0.028,0.122,-0.27,0.209,0.002,0.002,4049.0,4653.0,1.0,-31,2011
-0.032,0.126,-0.27,0.223,0.002,0.002,3976.0,4599.0,1.0,46,1995
-0.03,0.122,-0.265,0.212,0.002,0.002,5518.0,4135.0,1.0,51,1967
-0.026,0.125,-0.254,0.228,0.002,0.002,2925.0,1052.0,1.01,-46,2016
-0.031,0.123,-0.277,0.199,0.002,0.002,4027.0,4190.0,1.0,-29,1982
-0.03,0.121,-0.255,0.221,0.002,0.002,3823.0,2773.0,1.0,-24,1957
-0.036,0.121,-0.28,0.202,0.002,0.002,3291.0,2188.0,1.0,-19,1999
-0.04,0.122,-0.284,0.194,0.003,0.003,1804.0,643.0,1.0,-14,2015
-0.031,0.126,-0.274,0.216,0.003,0.002,2014.0,3582.0,1.0,-9,0
-0.031,0.119,-0.266,0.201,0.002,0.002,5841.0,4512.0,1.0,-4,2004
-0.029,0.126,-0.27,0.218,0.003,0.002,2075.0,2635.0,1.0,1,1988
-0.032,0.126,-0.273,0.215,0.002,0.002,2646.0,1165.0,1.0,6,1989
-0.031,0.126,-0.265,0.233,0.002,0.002,3248.0,1933.0,1.0,11,1951
-0.034,0.127,-0.286,0.214,0.002,0.002,2876.0,1718.0,1.0,16,1968
-0.029,0.126,-0.27,0.22,0.002,0.002,5180.0,4116.0,1.0,21,1983
-0.033,0.124,-0.276,0.21,0.002,0.002,4852.0,2935.0,1.0,-45,1991
-0.029,0.13,-0.278,0.231,0.004,0.003,1219.0,704.0,1.0,-40,1987
-0.034,0.127,-0.287,0.206,0.003,0.003,1611.0,532.0,1.0,-35,1992
-0.035,0.128,-0.288,0.216,0.003,0.002,1639.0,1370.0,1.0,-30,2008
-0.028,0.122,-0.279,0.206,0.002,0.002,4058.0,3484.0,1.0,-25,1979
-0.028,0.128,-0.274,0.227,0.004,0.003,1148.0,485.0,1.0,-20,2000
-0.032,0.124,-0.269,0.212,0.002,0.002,4301.0,3791.0,1.0,-15,1961
-0.03,0.125,-0.267,0.22,0.003,0.003,1804.0,1393.0,1.0,-13,1975
-0.027,0.125,-0.276,0.203,0.002,0.002,3235.0,4430.0,1.0,-12,1997
-0.027,0.126,-0.276,0.221,0.003,0.002,2219.0,917.0,1.01,-11,1889
0.01,0.114,-0.22,0.219,0.002,0.002,2478.0,744.0,1.0,-10,1973
-0.029,0.125,-0.276,0.208,0.002,0.002,3870.0,3750.0,1.0,-8,1972
-0.028,0.122,-0.271,0.206,0.002,0.002,5073.0,4234.0,1.0,-7,1976
-0.029,0.127,-0.261,0.235,0.002,0.002,3122.0,1336.0,1.0,-6,1970
0.013,0.113,-0.206,0.232,0.002,0.002,4060.0,4623.0,1.0,-5,1935
-0.03,0.123,-0.269,0.214,0.002,0.002,4353.0,4380.0,1.0,-3,1950
-0.028,0.126,-0.283,0.211,0.003,0.002,1433.0,503.0,1.0,-2,1952
-0.031,0.125,-0.266,0.224,0.002,0.002,3400.0,3229.0,1.0,-1,1965
-0.095,0.114,-0.336,0.113,0.002,0.002,3854.0,3923.0,1.0,0,2018
-0.031,0.124,-0.281,0.206,0.002,0.002,5445.0,4202.0,1.0,2,1971
-0.03,0.124,-0.268,0.212,0.002,0.002,4717.0,3599.0,1.0,3,1996
-0.028,0.126,-0.273,0.222,0.002,0.002,5361.0,2784.0,1.0,4,2011
-0.052,0.111,-0.261,0.174,0.002,0.002,2924.0,1742.0,1.0,5,1995
-0.031,0.124,-0.256,0.225,0.002,0.002,4624.0,3800.0,1.0,-34,1967
-0.029,0.125,-0.283,0.213,0.003,0.002,1864.0,2027.0,1.01,7,2016
-0.033,0.121,-0.264,0.214,0.002,0.002,5681.0,4078.0,1.0,8,1982
-0.033,0.122,-0.275,0.198,0.003,0.002,1708.0,2313.0,1.0,9,1957
-0.075,0.115,-0.289,0.162,0.002,0.001,3608.0,3129.0,1.0,10,1999
-0.033,0.127,-0.28,0.215,0.003,0.002,2151.0,1184.0,1.0,12,2015
-0.033,0.126,-0.262,0.212,0.003,0.002,2386.0,4251.0,1.0,13,0
-0.031,0.129,-0.299,0.211,0.003,0.002,1676.0,1162.0,1.0,14,2004
-0.09,0.119,-0.302,0.158,0.003,0.002,1812.0,1236.0,1.0,15,1988
-0.037,0.127,-0.301,0.2,0.003,0.003,1945.0,801.0,1.0,-18,1989
-0.027,0.125,-0.281,0.207,0.002,0.002,4527.0,3392.0,1.0,17,1951
-0.033,0.123,-0.284,0.201,0.002,0.002,2902.0,2553.0,1.0,22,1968
-0.027,0.13,-0.281,0.243,0.005,0.003,889.0,351.0,1.01,27,1983
-0.029,0.126,-0.286,0.201,0.002,0.002,3445.0,3959.0,1.0,32,1991
-0.03,0.128,-0.291,0.207,0.003,0.002,2211.0,1674.0,1.0,26,1987
-0.027,0.123,-0.264,0.212,0.002,0.002,3890.0,3615.0,1.0,31,1992
-0.03,0.122,-0.263,0.214,0.002,0.002,4224.0,3022.0,1.0,19,2008
-0.029,0.127,-0.272,0.21,0.003,0.002,1349.0,1396.0,1.0,24,1979
-0.027,0.125,-0.279,0.209,0.002,0.002,5061.0,2967.0,1.0,29,2000
-0.03,0.123,-0.295,0.189,0.002,0.002,3950.0,2162.0,1.0,34,1961
-0.033,0.124,-0.27,0.21,0.003,0.002,2450.0,3849.0,1.0,39,1975
-0.034,0.127,-0.282,0.221,0.002,0.002,2796.0,2975.0,1.0,44,1997
-0.034,0.125,-0.272,0.21,0.003,0.002,1728.0,1218.0,1.0,49,1889
-0.031,0.12,-0.261,0.213,0.002,0.002,3945.0,2731.0,1.0,54,1973
-0.031,0.124,-0.275,0.219,0.002,0.002,2790.0,3871.0,1.0,59,1972
-0.028,0.123,-0.273,0.216,0.002,0.002,4636.0,3815.0,1.0,64,1976
-0.032,0.125,-0.279,0.211,0.002,0.002,3712.0,4465.0,1.0,69,1970
-0.029,0.123,-0.273,0.207,0.002,0.002,3303.0,3592.0,1.0,37,1935
-0.024,0.128,-0.289,0.23,0.004,0.003,1426.0,600.0,1.0,42,1950
-0.03,0.126,-0.283,0.213,0.002,0.002,4057.0,4624.0,1.0,47,1952
-0.029,0.127,-0.272,0.237,0.003,0.003,1517.0,1053.0,1.01,52,1965
-0.032,0.125,-0.266,0.219,0.003,0.002,2280.0,2067.0,1.0,-21,2018
-0.031,0.127,-0.289,0.223,0.004,0.002,1472.0,433.0,1.0,-16,1971
-0.027,0.127,-0.264,0.227,0.002,0.002,2724.0,3682.0,1.0,-17,1996
-0.03,0.123,-0.281,0.2,0.002,0.002,4986.0,2896.0,1.0,18,2011
-0.029,0.125,-0.261,0.228,0.003,0.002,2068.0,1546.0,1.0,20,1995
-0.031,0.126,-0.274,0.224,0.002,0.002,2696.0,2232.0,1.0,23,1967
-0.103,0.13,-0.351,0.147,0.005,0.004,741.0,285.0,1.0,25,2016
-0.031,0.125,-0.276,0.208,0.003,0.002,2374.0,1808.0,1.0,28,1982
-0.104,0.119,-0.336,0.129,0.003,0.002,1941.0,1509.0,1.0,30,1957
-0.029,0.125,-0.272,0.222,0.003,0.002,1667.0,839.0,1.01,33,1999
-0.028,0.123,-0.252,0.231,0.002,0.002,3791.0,3185.0,1.0,-22,2015
-0.029,0.125,-0.262,0.234,0.002,0.002,2916.0,1333.0,1.0,-38,0
-0.03,0.126,-0.273,0.217,0.002,0.002,2642.0,3258.0,1.0,-33,2004
-0.03,0.128,-0.28,0.219,0.002,0.002,2967.0,3270.0,1.0,-28,1988
-0.029,0.126,-0.273,0.218,0.002,0.002,2790.0,3026.0,1.0,-23,1989
-0.032,0.125,-0.28,0.213,0.002,0.002,5114.0,3533.0,1.0,36,1951
-0.034,0.124,-0.269,0.215,0.002,0.002,3941.0,3969.0,1.0,41,1968
-0.107,0.123,-0.332,0.148,0.003,0.002,1481.0,563.0,1.0,35,1983
-0.093,0.12,-0.316,0.143,0.002,0.003,2423.0,2253.0,1.01,40,1991
-0.08,0.116,-0.308,0.142,0.002,0.002,2236.0,2689.0,1.0,45,1987
-0.03,0.124,-0.272,0.208,0.003,0.003,1776.0,746.0,1.0,-27,1992
-0.034,0.12,-0.273,0.196,0.002,0.002,4841.0,4473.0,1.0,81,2008
-0.028,0.125,-0.269,0.217,0.004,0.003,1230.0,505.0,1.0,86,1979
-0.03,0.124,-0.262,0.222,0.003,0.002,2356.0,3052.0,1.0,91,2000
-0.031,0.125,-0.273,0.209,0.002,0.002,3024.0,4564.0,1.0,96,1961
-0.027,0.123,-0.274,0.204,0.002,0.002,3224.0,4573.0,1.0,101,1975
-0.035,0.123,-0.274,0.208,0.002,0.002,3240.0,2948.0,1.0,106,1997
