island,year,island_id,region_code,region,prefecture_code,pref,population,dummy_has_bridge,dummy_connect_mainland_by_bridge,bridge_opened_year,dummy_after_bridge_build,connect_mainland_year,dummy_after_connect_mainland,income
松島,2006,16,33202,倉敷市,33,岡山県,6,0,0,0,0,0,0,637410571
松島,2007,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,650475505
松島,2008,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,655474846
松島,2009,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,650880141
松島,2010,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,601539503
松島,2011,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,598900997
松島,2012,16,33202,倉敷市,33,岡山県,,0,0,0,0,0,0,605475322
松島,2013,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,604648376
松島,2014,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,614665766
松島,2015,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,629599075
松島,2016,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,638894988
松島,2017,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,652930993
松島,2018,16,33202,倉敷市,33,岡山県,4,0,0,0,0,0,0,665114469
